id;kanji;jlpt;joyo_reading;reading;on;kun;on_trans;kun_trans
1598;悩;2;ノウ、なや-む、なや-ます;;noo;"distress, illness";"naya(mu), naya(masu)";"worry, be troubled, be afflicted, be in pain. annoy, embarrass, afflict, worry, oppress, torment "
1599;納;1;ノウ、[ナッ]、[ナ]、[ナン]、[トウ]、おさ-める、おさ-まる;い;"noo, [naQ], [na], [nan], [too]";"obtain, reap; dedicate, consecrate; pay; supply; store; finish; collect; restore; replace; accept (a present); burry; gather; rally (troops); sheathe (the sword) ";"osa(meru), osa(maru)";"obtain, reap; dedicate, consecrate; pay; supply; store; finish; collect; restore; replace; accept (a present); burry; gather; rally (troops); sheathe (the sword). be paid; be restored; stay (in the stomach); look composed; be contented; be satisfied; be settled "
1600;能;3;ノウ;ノ、あた、よ、た;noo;"ability, talent, skill, capacity; noh play, classical drama";-;-
1601;脳;2;ノウ;;noo;"brain, memory";-;-
1602;農;2;ノウ;ノ;noo;"agriculture; farmers";-;-
1603;濃;2;ノウ、こ-い;;noo;"dark, thick, undiluted";ko(i);"dark, deep; saturated; strong (drink); intimate; thick"
1604;把;1;ハ;と;ha;"bundle, bunch, sheaf, coil";-;-
1605;波;2;ハ、なみ;;ha;wave;nami;"wave, billows"
1606;派;1;ハ;;ha;"group, party, clique; faction, sect; school (of art, etc.)";-;-
1607;破;3;ハ、やぶ-る、やぶ-れる;わ;ha;"tear, rip, rend; break, crush, destroy; violate, transgress; defeat; baffle, frustrate ";"yabu(ru), yabu(reru)";"tear, rip, rend; break, crush, destroy; violate, transgress; defeat; baffle, frustrate. be torn, rip open; be broken, burst; rupture, collapse; be worn out; be defeated; be frustrated "
1608;覇;1;ハ;;ha;"supremacy, leadership, domination, hegemony; supreme ruler; champion";-;-
1609;馬;3;バ、うま、[ま];メ;ba;horse;"uma, [ma]";"horse; horseflesh"
1610;婆;1;バ;ポ;ba;"old woman; grandmother";-;-
1611;罵;0;バ、ののし-る;;ba;"abuse, insult, speak ill of";nonoshi(ru);"abuse, insult, speak ill of"
1612;拝;2;ハイ、おが-む;;hai;worship;oga(mu);"worship, pray to, adore, reverence; look at (with reverence)"
1613;杯;3;ハイ、さかずき;;hai;"cup, glass; toast, congratulatory cup; counter for cupfuls ";sakazuki;"wine glass, sake cup; chalice, cup"
1614;背;3;ハイ、せ、せい、そむ-く、そむ-ける;;hai;"back, behind";"se, sei, somu(ku), somu(keru)";"act contrary to, go back on, disobey, defy, rebel against, turn one's back on. look away from, avert. back, back side; stature, height; ridge. stature"
1615;肺;1;ハイ;;hai;lung;-;-
1616;俳;1;ハイ;;hai;actor;-;-
1617;配;3;ハイ、くば-る;;hai;"distribute; spouse; exile; rationing";kuba(ru);"distribute; serve (food); allocate; keep (your eyes) on"
1618;排;1;ハイ;;hai;"exclude, expel, reject; push aside, push open; defy; disregard; anti-(Japanese, etc.) ";-;-
1619;敗;3;ハイ、やぶ-れる;;hai;"defeat, reversal";yabu(reru);"be defeated"
1620;廃;1;ハイ、すた-れる、すた-る;;hai;"obsolescence; cessation; discarding";"suta(reru), suta(ru)";"become useless, get out of date, die out; be abolished; decline (in prosperity) "
1621;輩;1;ハイ;ともがら;hai;"fellow, people, companion; line";-;-
1622;売;4;バイ、う-る、う-れる;マイ、メ;bai;selling;"u(ru), u(reru)";"sell, deal in, betray, deceive, impose on, tell on, pick (a quarrel). be in demand, enjoy a large sale; be well known "
1623;倍;2;バイ;ベ;bai;"double, twice; times, -fold";-;-
1624;梅;1;バイ、うめ;メ;bai;"plum, plum tree";ume;"plum, plum tree"
1625;培;1;バイ、つちか-う;;bai;"cultivate, foster";tsuchika(u);"cultivate, foster"
1626;陪;1;バイ;;bai;"follow, accompany, attend on";-;-
1627;媒;1;バイ;なかだち、なこうど;bai;go-between;-;-
1628;買;4;バイ、か-う;;bai;buying;ka(u);"buy, invest in; incur; appreciate; call in (geisha) "
1629;賠;1;バイ;;bai;indemnify;-;-
1630;白;5;ハク、ビャク、しろ、[しら]、しろ-い;;"haku, 	byaku";white;"shiro, [shira], shiro(i)";"white, fair (skin); gray (hair); blank (paper); spotless; innocent. feigned ignorance "
1631;伯;1;ハク;;haku;"count; earl; eldest brother; uncle; chief official";-;-
1632;拍;1;ハク、[ヒョウ];;"haku, [hyoo]";"beat (in music)";-;-
1633;泊;2;ハク、と-まる、と-める;;haku;"(three-day) stay";"to(maru), to(meru)";"stay at, put up at; ride at anchor. lodge a person "
1634;迫;1;ハク、せま-る;;haku;"press for, urge, force, spur on; approach; gain on, close in on; be on the verge of; be imminent ";sema(ru);"press for, urge, force, spur on; approach; gain on, close in on; be on the verge of; be imminent "
1635;剥;0;ハク、は-がす、は-ぐ、は-がれる、は-げる;む;haku;"come off, peel off, be worn off; fade, discolor";"ha(gasu), ha(gu), ha(gareru), ha(geru)";"come off, peel off, be worn off; fade, discolor; rip off, strip off; skin, flay; disrobe; deprive of"
1636;舶;1;ハク;;haku;ship;-;-
1637;博;1;ハク、[バク];ひろ;"haku, [baku]";"command esteem, win acclaim; gain, receive. doctor, PhD; exposition, fair, exhibition";-;-
1638;薄;2;ハク、うす-い、うす-める、うす-まる、うす-らぐ、うす-れる;すすき;haku;"thin, weak (tea), light, pale, faint, scanty, ungenerous ";"usu(i), usu(meru), usu(maru), usu(ragu), usu(reru)";"thin, weak (tea), light, pale, faint, scanty, ungenerous. dilute, weaken. thin out, fade, grow pale, be toned down, get dim, cool (emotions), abate, lessen, decline "
1639;麦;2;バク、むぎ;;baku;"wheat, barley, oats, rye";mugi;"wheat, barley, oats, rye"
1640;漠;1;バク;ひろ;baku;"vague, obscure; deserd; wide";-;-
1641;縛;1;バク、しば-る;;baku;"arrest, binding";shiba(ru);"bind, tie, fasten, truss, fetter, restrain, chain; arrest, catch "
1642;爆;2;バク;;baku;"burst open, pop, split";-;-
1643;箱;3;はこ;;-;-;hako;"box, case, chest, bin, coffer, railway car "
1644;箸;0;はし;;-;-;hashi;chopsticks
1645;畑;0;はた、はたけ;;-;-;"hata, hatake";"field, farm, plantation, garden; one's specialty"
1646;肌;2;はだ;キ;-;-;hada;"skin, body; grain, texture; disposition"
1647;八;5;ハチ、や、や-つ、やっ-つ、[よう];ハツ;hachi;eight;"ya, ya(tsu), yat(tsu), [yoo]";eight
1648;鉢;1;ハチ、[ハツ];;"[hatsu], 	hachi";"bowl, rice tub, pot; crown, brainpan";-;-
1649;発;4;ハツ、ホツ;;"hatsu, 	hotsu";"departure; discharge (of a gun)";-;-
1650;髪;3;ハツ、かみ;;hatsu;"the hair";kami;"the hair"
1651;伐;1;バツ;き、う;batsu;"strike, attack; punish";-;-
1652;抜;3;バツ、ぬ-く、ぬ-ける、ぬ-かす、ぬ-かる;;batsu;"extract, unlock, pull out; root up; unsheathe; pilfer; quote; remove; omit; capture; outrun; shoot through";"nu(ku), nu(keru), nu(kasu), nu(karu)";"extract, unlock, pull out; root up; unsheathe; pilfer; quote; remove; omit; capture; outrun; shoot through. come off, fall out, slip out; be omitted; be missing; be rid of; pass through; escape; be captured; withdraw; be less than. skip over. be careless; slip, make a mistake "
1653;罰;1;バツ、バチ;;"batsu, 	bachi";"punishment, penalty";-;-
1654;閥;1;バツ;;batsu;"lineage, pedigree; clique, faction, clan";-;-
1655;反;3;ハン、[ホン]、[タン]、そ-る、そ-らす;;"han, [hon], [tan]";"antithesis, opposite, antagonism; anti-. roll of cloth (c. 10yds.); .245 acres, 300 tsubo";"so(ru), so(rasu)";"warp; curve; lean backward. bend, warp "
1656;半;5;ハン、なか-ば;;han;"half; odd number; semi-, hemi-, demi-";naka(ba);"half, semi-, middle, halfway; partly"
1657;氾;0;ハン;;han;"spread out; wide";-;-
1658;犯;3;ハン、おか-す;ボン;han;"offense, crime; counter for criminal offenses ";oka(su);"commit, sin against; violate, break; defy, disregard; attack, assault; seduce, rape"
1659;帆;1;ハン、ほ;;han;sail;ho;sail
1660;汎;0;ハン;;han;pan-;-;-
1661;伴;1;ハン、バン、ともな-う;とも;"han, 	ban";"accompany, bring with; be accompanied by; be involved in ";tomona(u);"accompany, bring with; be accompanied by; be involved in "
1662;判;3;ハン、バン;わか;"han, 	ban";"stamp, seal; a monogram signature; judgment";-;-
1663;坂;2;ハン、さか;;han;"incline, slope, hill";saka;"incline, slope, hill"
1664;阪;3;ハン;さか、ざか;han;slope;-;-
1665;板;2;ハン、バン、いた;;"han, 	ban";"board, plank; planking; plate, sheet; the stage";ita;"board, plank; planking; plate, sheet; the stage"
1666;版;2;ハン;;han;"printing block or plate; printing; edition, impression; board; label";-;-
1667;班;1;ハン;;han;"corps, unite, squad; party, companions, group; order";-;-
1668;畔;1;ハン;ほとり、あぜ、くろ、ぐろ;han;"rice-paddy ridge, levee";-;-
1669;般;2;ハン;;han;"carry; all";-;-
1670;販;2;ハン;;han;"sell, trade";-;-
1671;斑;0;ハン;まだら、ふ;han;spot;-;-
1672;飯;4;ハン、めし;いい;han;"cooked rice; meal; food";meshi;"cooked rice; meal; food, livelihood"
1673;搬;1;ハン;;han;"carry, transport";-;-
1674;煩;1;ハン、[ボン]、わずら-う、わずら-わす;;"han, [bon]";"worry, trouble";"wazura(u), wazura(wasu)";"be ill; worry, be afflicted, be in pain, be troubled. trouble, keep (someone) busy, disturb, annoy "
1675;頒;1;ハン;;han;"divide, separate; share with; distinguish between";-;-
1676;範;1;ハン;のり;han;"example, model, pattern; limit";-;-
1677;繁;1;ハン;しげ;han;"frequency, complexity, trouble ";-;-
1678;藩;1;ハン;;han;"feudal clan; enclosure";-;-
1679;晩;3;バン;;ban;"evening, night; the end of all things; late";-;-
1680;番;3;バン;つが;ban;"watch, guard; duty; number; order; size, game, round, turn, bout";-;-
1681;蛮;1;バン;;ban;barbarian;-;-
1682;盤;1;バン;ハン;ban;"shallow bowl, platter, tray, tub; board; phonograph record";-;-
1683;比;2;ヒ、くら-べる;;hi;"ratio; comparison; an equal, a match ";kura(beru);"compare, balance, contrast"
1684;皮;2;ヒ、かわ;;hi;"skin; hide; leather; fur, pelt; bark; peeling, husk, shell; film, cream ";kawa;"skin; hide; leather; fur, pelt; bark; peeling, husk, shell; film, cream "
1685;妃;1;ヒ;;hi;"queen, princess";-;-
1686;否;3;ヒ、いな;;hi;"no, noes";ina;"no, nay"
1687;批;2;ヒ;;hi;strike;-;-
1688;彼;3;ヒ、かれ、[かの];か;hi;"he; that";"kare, [kano]";"he. that, the "
1689;披;1;ヒ;;hi;open;-;-
1690;肥;1;ヒ、こ-える、こえ、こ-やす、こ-やし;;hi;"get fat; get fertile";"ko(eru), koe,ko(yasu), ko(yashi)";"get fat; get fertile. fertilize, enrich; fatten; feather one's nest; pamper one's taste. manure, fertilizer. night soil "
1691;非;3;ヒ;;hi;"mistake; misdeed; injustice; wrong; non-, un-, anti-";-;-
1692;卑;1;ヒ、いや-しい、いや-しむ、いや-しめる;;hi;"humble; base, mean, vile, vulgar; greedy ";"iya(shii), iya(shimu), iya(shimeru)";"humble; base, mean, vile, vulgar; greedy. despise "
1693;飛;3;ヒ、と-ぶ、と-ばす;;hi;"fly; skip (pages)";"to(bu), to(basu)";"fly; skip (pages). fly (a kite); let fly; blow away; scatter; splash; drive fast; skip over, omit; issue, send out "
1694;疲;3;ヒ、つか-れる;;hi;"get tired, grow weary ";tsuka(reru);"get tired, grow weary "
1695;秘;1;ヒ、ひ-める;;hi;secret;hi(meru);"conceal, keep a secret"
1696;被;2;ヒ、こうむ-る;かず、かぶ;hi;receiving;koomu(ru);"get, receive, sustain (an injury), be subjected to (criticism)"
1697;悲;3;ヒ、かな-しい、かな-しむ;;hi;"grieve, be sad, deplore, mourn for, regret ";"kana(shii), kana(shimu)";"grieve, be sad, deplore, mourn for, regret. sad, pathetic, plaintive "
1698;扉;1;ヒ、とびら;;hi;"door; title page, front page";tobira;"door; title page, front page"
1699;費;3;ヒ、つい-やす、つい-える;;hi;"expenses, cost";"tsui(yasu), tsui(eru)";"spend, consume, waste. become less; be wasted "
1700;碑;1;ヒ;いしぶみ;hi;"monument, tombstone";-;-
1701;罷;1;ヒ;まか、や;hi;"end, stop, cease; subside, calm down, pass; die out, be extinguished; leave, go off; be abandoned ";-;-
1702;避;1;ヒ、さ-ける;;hi;"avoid, avert, ward off, keep aloof from, stay away from; evade, shirk, shun ";sa(keru);"avoid, avert, ward off, keep aloof from, stay away from; evade, shirk, shun "
1703;尾;1;ビ、お;ミ;bi;"tail; end; counter for fish";o;"tail; trail (of a meteor); lower slope (of a mountain)"
1704;眉;1;ビ、[ミ]、まゆ;;"bi, [mi]";eyebrow;mayu;eyebrow
1705;美;3;ビ、うつく-しい;ミ、うま、よ;bi;"beauty, grace, charm";utsuku(shii);"beautiful, lovely, fine, good-looking; picturesque; sweet (voice), noble, pure"
1706;備;3;ビ、そな-える、そな-わる;つぶさ;bi;"be furnished with, be endowed with, possess; be among, be one of ";"sona(eru), sona(waru)";"be furnished with, be endowed with, possess; be among, be one of. furnish, provide, equip, install; have ready; prepare; possess, have; be endowed with; be armed with  "
1707;微;1;ビ;ミ、かす;bi;"minuteness; insignificance; vagueness; fewness";-;-
1708;鼻;2;ビ、はな;;bi;nasal;hana;"nose; snout, muzzle"
1709;膝;0;ひざ;シツ、シッ;-;-;hiza;"knee; lap"
1710;肘;0;ひじ;チュウ;-;-;hiji;"elbow; arm (of something)"
1711;匹;2;ヒツ、ひき;ピキ;hitsu;"head, counter (small animals); roll of cloth ";hiki;"head, counter (small animals); roll of cloth "
1712;必;3;ヒツ、かなら-ず;;hitsu;certainly;kanara(zu);"certainly, positively, invariably"
1713;泌;1;ヒツ、ヒ;;"hitsu, 	hi";"flow; soak in; penetrate; secrete";-;-
1714;筆;2;ヒツ、ふで;;hitsu;"writing brush, paintbrush; writing, drawing, painting; the pen; handwriting, penmanship; literary work ";fude;"writing brush, paintbrush; writing, drawing, painting; the pen; handwriting, penmanship; literary work "
1715;姫;1;ひめ;キ;-;-;hime;"princess; young lady of birth. little, pretty"
1716;百;5;ヒャク;もも;hyaku;"hundred; a great number; all";-;-
1717;氷;2;ヒョウ、こおり、ひ;こお;hyoo;"freeze; be frozen over; congeal";"koori, hi";"ice; shaved ice. hail"
1718;表;3;ヒョウ、おもて、あらわ-す、あらわ-れる;;hyoo;"table, schedule, diagram, chart, list ";"omote, arawa(su), arawa(reru)";"express, show, manifest. appear, emerge, come in sight, show up; be revealed, be discovered, be mentioned; become famous. surface, right side, face; exterior, outside; front; the street; mat covers; head (of a coin); first half (of an inning) "
1719;俵;1;ヒョウ、たわら;;hyoo;"bag, bale, sack; bag counter";tawara;"bag, bale, sack; bag counter"
1720;票;1;ヒョウ;;hyoo;"label; ballot; ticket; sign";-;-
1721;評;2;ヒョウ;;hyoo;"criticism, comment ";-;-
1722;漂;1;ヒョウ、ただよ-う;;hyoo;"float (on the water)";tadayo(u);"float (on the water)"
1723;標;2;ヒョウ;;hyoo;"signpost; mark; target; designate";-;-
1724;苗;1;ビョウ、なえ、[なわ];ミョウ;byoo;"seedling, sapling, shoot";"nae, [nawa]";"seedling, sapling, shoot"
1725;秒;2;ビョウ;;byoo;"one-sixteenth of a minute (of time, latitude, degree, etc.)";-;-
1726;病;4;ビョウ、[ヘイ]、や-む、やまい;うれ;"byoo, [hei]";"get sick, be sick, suffer from ";"ya(mu), yamai";"get sick, be sick, suffer from. illness; bad habit; weakness; passion "
1727;描;1;ビョウ、えが-く、か-く;;byoo;"write, compose; draw, paint ";"ega(ku), ka(ku)";"write, compose; draw, paint. sketch, describe "
1728;猫;3;ビョウ、ねこ;ミョウ;byoo;cat;neko;cat
1729;品;4;ヒン、しな;ホン、ポン、ボン;hin;"refinement, dignity; article ";shina;"article, goods, thing; quality; brand; kind, type; ways, conditions; character "
1730;浜;1;ヒン、はま;;hin;"beach, seashore; fishing village";hama;"beach, seashore; fishing village"
1731;貧;3;ヒン、ビン、まず-しい;;"hin, 	bin";poverty;mazu(shii);"poor, destitute; meager"
1732;賓;1;ヒン;まろうど;hin;guest;-;-
1733;頻;1;ヒン;しき;hin;"repeat, occur repeatedly";-;-
1734;敏;1;ビン;さと、と、ざと;bin;"agility; alertness";-;-
1735;瓶;1;ビン;ヘイ、かめ、がめ;bin;"bottle, vial, jar, flask";-;-
1736;不;4;フ、ブ;;"fu, 	bu";"negation; bad; clumsy; ugly";-;-
1737;夫;3;フ、[フウ]、おっと;か;"fu, [fuu]";"husband; man";otto;"husband, spouse"
1738;父;5;フ、ちち;;fu;father;chichi;father
1739;付;3;フ、つ-ける、つ-く;;fu;"give to, submit to, refer to; affix, attach, append ";"tsu(keru), tsu(ku)";"attach, join, stick, glue, fasten; sew on; furnish (a house with); wear, put on; make an entry; appraise, set (a price); apply (ointment); bring alongside; place (under guard or a doctor); follow, shadow; add, append, affix; load; give (courage to); keep (an eye on); establish (relations or understanding). be connected with; be dyed; be stained; be scarred; be recorded; be attached to; (fires) start; follow; become allied to; accompany; study with; increase, be added to"
1740;布;2;フ、ぬの;ホ、し;fu;cloth;nuno;cloth
1741;扶;1;フ;;fu;"help; save, rescue; give relief to; spare (life); reinforce; promote; abet";-;-
1742;府;2;フ;;fu;"urban prefecture; government office; representative body; storehouse";-;-
1743;怖;3;フ、こわ-い;;fu;"fear, be frightened; be timid; get nervous ";kowa(i);"fearful, frightful, terrible, weird "
1744;阜;0;[フ];おか;[fu];"hill; mound";-;-
1745;附;1;フ;つ、づ;fu;"give to, submit to, refer to; affix, attach, append ";-;-
1746;訃;0;フ;;fu;"obituary, report of a death";-;-
